,"Ward","Pincode","Address","Unnamed: 0"," Area","State","Number","Region","Area_Tag","Latitude","Longitude","BMC_Ward"
475,"L ",400070,"MubarakComplex,BldgNo3,MubarakComplex,VbNagar,KalluMuttonShop,KurlaWest",175,"Netajinagar","Maharashtra",16,"Mumbai","Mumbai",19.0713,72.883,
476,"L ",400070,"MubarakHotel,GulabShahEstate,LbsMarg,OppDeluxHotel,KurlaWest",175,"Netajinagar","Maharashtra",16,"Mumbai","Mumbai",19.0713,72.883,
477,"L ",400070,"NarayanNagar,NssRoad,ShahDargah,KurlaWest",175,"Netajinagar","Maharashtra",16,"Mumbai","Mumbai",19.0713,72.883,
478,"L ",400070,"NoorEJahanComplex,PipeRoad,NearKurlaNursingHome,KurlaWest",175,"Netajinagar","Maharashtra",16,"Mumbai","Mumbai",19.0713,72.883,
479,"L ",400070,"OppTaximanColony,ABlockSulwemanVbldg,OppositeBuddhaColony,NearGareebNawazBldg,KurlaWest",175,"Netajinagar","Maharashtra",16,"Mumbai","Mumbai",19.0713,72.883,
480,"L ",400070,"PatelWadi,MarwadiChawl,PipeRoad,NearKurlaNursingHome,KurlaWest",175,"Netajinagar","Maharashtra",16,"Mumbai","Mumbai",19.0713,72.883,
481,"L ",400070,"SaiDham,SaiDhamCHS,GhatkoparAndheriRoad,SakinakaMetro,KurlaWest",175,"Netajinagar","Maharashtra",16,"Mumbai","Mumbai",19.0713,72.883,
482,"L ",400070,"TaybahApt,KhanAbdulMasjidRoad,Brahmanwadi,KurlaWest",175,"Netajinagar","Maharashtra",16,"Mumbai","Mumbai",19.0713,72.883,
483,"L ",400070,"UnwalaCompound,KurlaAndheriRoad,BehindAnandBhawanHotel,Andheri",175,"Netajinagar","Maharashtra",16,"Mumbai","Mumbai",19.0713,72.883,
484,"L ",400070,"WadiaEstate,BailBazaar,WadiaEstate,KurlaWest",175,"Netajinagar","Maharashtra",16,"Mumbai","Mumbai",19.0713,72.883,
485,"L ",400071,"GandhiNagar,Kajupada,PipelineRoad,Kajupada,Pipeline,KurlaW",176,"Chembur","Maharashtra",16,"Mumbai",,19.0348,72.8929,
486,"L ",400072,"AmarjyotBuilding,HalavPool,NearMig,DhobiGhat,KurlaWest",178,"Vihar Road","Maharashtra",16,"Mumbai",,19.0737,72.9009,
487,"L ",400072,"Darusalam,HCSoc,HalavPool,KohinoorRoad,NrGajiMiyaDargah,KurlaWest",178,"Vihar Road","Maharashtra",16,"Mumbai",,19.0737,72.9009,
488,"L ",400072,"DostiEnclave,90FeetRoad,D'SouzaNagar,KurlaWest",178,"Vihar Road","Maharashtra",16,"Mumbai",,19.0737,72.9009,
489,"L ",400072,"Dwarkapuri,LbsMarg,NearCityHospital,KurlaWest",178,"Vihar Road","Maharashtra",16,"Mumbai",,19.0737,72.9009,
490,"L ",400072,"FitwalaBldg,PipeRoad,IlyasFeetwala,KurlaWest",178,"Vihar Road","Maharashtra",16,"Mumbai",,19.0737,72.9009,
491,"L ",400072,"KadarShahChawl,70/7,QureshiNagar,MasjidRoad,BadiMasjisd,KurlaEast",178,"Vihar Road","Maharashtra",16,"Mumbai",,19.0737,72.9009,
492,"L ",400072,"KhadiNo3,JaffarCompound,JaffarCompund,SakinakaLinkRoad,KhadiNo3,Andheri",178,"Vihar Road","Maharashtra",16,"Mumbai",,19.0737,72.9009,
493,"L ",400072,"KrupaSidhu,SahakariGrihaNirman,KamgarNagar,SaiMandir,KurlaEast",178,"Vihar Road","Maharashtra",16,"Mumbai",,19.0737,72.9009,
494,"L ",400072,"PanBazarSociety,Chunabhatti",178,"Vihar Road","Maharashtra",16,"Mumbai",,19.0737,72.9009,
495,"L ",400072,"SandeshNagar,BailBazarPoliceChowki,LalKilaMitraMandal,KurlaWest",178,"Vihar Road","Maharashtra",16,"Mumbai",,19.0737,72.9009,
496,"L ",400072,"SarangChawl,HariMasjid,CstRoad,KurlaCourt,KurlaWest",178,"Vihar Road","Maharashtra",16,"Mumbai",,19.0737,72.9009,
497,"L ",400072,"SheetalBuilding,CstRoad,BehindSheetalCinema,KurlaWest",178,"Vihar Road","Maharashtra",16,"Mumbai",,19.0737,72.9009,
498,"L ",400072,"SraBuildingNo5,DWing,PremierRoad,OppKohinoorHospital,KurlaWest",178,"Vihar Road","Maharashtra",16,"Mumbai",,19.0737,72.9009,
499,"L ",400072,"SuleimanBldg,NewMillRoad,MehboobiSulemaniMasjid,NearGandhiMaidan,KurlaWest",178,"Vihar Road","Maharashtra",16,"Mumbai",,19.0737,72.9009,
500,"L ",400072,"SunderBaug,NavjivanMandal,LbsMarg,NavjivanMandal,KurlaWKamani",178,"Vihar Road","Maharashtra",16,"Mumbai",,19.0737,72.9009,
501,"L ",400072,"SunderNagar,TungaGaon,Powai,NrShivanSchool,Powai",178,"Vihar Road","Maharashtra",16,"Mumbai",,19.0737,72.9009,
502,"L ",400072,"VarshaAdarshNagar,AWing,VarshaAdarshNagar,KurlaStation,SaiMandir,KurlaEast",178,"Vihar Road","Maharashtra",16,"Mumbai",,19.0737,72.9009,
503,"L ",400082,"KorgaokarSevaNiwas,PandharinathSevaMandal,PandharinathSevaMandal,HillRoad,NearKadipitta,Chunabhatti",203,"Bhandup Complex","Maharashtra",16,"Mumbai",,19.1247,72.9488,
504,"L ",400088,"JayAmbeMitraMandal,SandeshNagar,BailBazar,KurlaAndheriRoad,NearMunicipalSchool,Kurla",213,"Trombay","Maharashtra",16,"Mumbai",,19.0333,72.9333,
505,"L ",400088,"SunderBaug,NearSaiBabaMandir,SundarBaugLane,NearSaiBabaMandir,KurlaWest,Mumbai",213,"Trombay","Maharashtra",16,"Mumbai",,19.0333,72.9333,
506,"ME",400043,"BldgNo7/B,AmanSociety,NatwarParekhCompound,ShivajiNagarPoliceStation,LotusColony",119,"Shivaji Nagar(Mum)   ","Maharashtra",16,"Mumbai",,19.1026,72.8242,
507,"ME",400043,"BuildingNo12C,NatwarParekhCompound,ShivajiNagarPoliceStation,ShivajiNagar",119,"Shivaji Nagar(Mum)   ","Maharashtra",16,"Mumbai",,19.1026,72.8242,
508,"ME",400043,"BuildingNo13,Hiranandani,Lallubhai,LallubhaiPoliceStation,Govandi",119,"Shivaji Nagar(Mum)   ","Maharashtra",16,"Mumbai",,19.1026,72.8242,
509,"ME",400043,"BuildingNo16,Premjyot,IndianOil,BankOfBaroda,LotusColony",119,"Shivaji Nagar(Mum)   ","Maharashtra",16,"Mumbai",,19.1026,72.8242,
510,"ME",400043,"BuildingNo17,Sadguru,VashiNaka,MahadaColony,VashiNaka",119,"Shivaji Nagar(Mum)   ","Maharashtra",16,"Mumbai",,19.1026,72.8242,
511,"ME",400043,"KamalaRaman,GMLink,PlNo33,BaiganwadiRickshawStand",119,"Shivaji Nagar(Mum)   ","Maharashtra",16,"Mumbai",,19.1026,72.8242,
512,"ME",400043,"MgrRoad,DSectorMarketRoad,Cheetacamp",119,"Shivaji Nagar(Mum)   ","Maharashtra",16,"Mumbai",,19.1026,72.8242,
513,"ME",400043,"NageshKambleChawl,MhantreHouse,Agarwadi",119,"Shivaji Nagar(Mum)   ","Maharashtra",16,"Mumbai",,19.1026,72.8242,
514,"ME",400043,"NewBharatNagar,HashuAdvaniNagar,HpGroundRoad,AshuKiranaStore,VashiNaka",119,"Shivaji Nagar(Mum)   ","Maharashtra",16,"Mumbai",,19.1026,72.8242,
515,"ME",400043,"PlotNo25,AhilyabaiHolkarMarg,JaffariSchool,ShivajiNagar",119,"Shivaji Nagar(Mum)   ","Maharashtra",16,"Mumbai",,19.1026,72.8242,
516,"ME",400043,"RdNo4,5,6,ShivajiNagar",119,"Shivaji Nagar(Mum)   ","Maharashtra",16,"Mumbai",,19.1026,72.8242,
517,"ME",400043,"TataNagar,EktaSahakariMandal,DeonarArbaitorGovandiStnRoad,MochiGalli,TataNagar",119,"Shivaji Nagar(Mum)   ","Maharashtra",16,"Mumbai",,19.1026,72.8242,
518,"ME",400050,"BajiPrabhuMarg,RdNo11,12,VishwaShantiChawl,Baiganwadi",122,"Bandra W","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
519,"ME",400050,"BldgNo7,LallubhaiCompound,RajMahalBldg,CementGodown,BldgNo10A,Deonar",122,"Bandra W","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
520,"ME",400050,"BlgNo93,PmgpNallah,PremjiGalli,AmbedkarNagar,MohitePatilNagar,Mankhurd",122,"Bandra W","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
521,"ME",400050,"IndiraNagar,ChikalwadiMunicipalSchool,BharatNagarMasjid,ALineG5,Baiganwadi",122,"Bandra W","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
522,"ME",400050,"KamalaRamanNagar,PlNo33,DumpingRdPlNo33,FurkaniyaMasjid,Baiganwadi",122,"Bandra W","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
523,"ME",400050,"PayliPada,SwamiVivekanadSchool,TataCompound,KapporChawl,Cheetacamp",122,"Bandra W","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
524,"ME",400050,"RdNo12,13,LineG,Baiganwadi",122,"Bandra W","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
525,"ME",400050,"SaiDarshanCoop,MMRDABldg23/C,PllMarg,Gautamnagar",122,"Bandra W","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
526,"ME",400050,"ValmikiRahiwasiSangh,SonapurRoad,SaibabaMandir,Mankhurd",122,"Bandra W","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
527,"ME",400052,"PlNo16,15,20,NearNallah,LotusColony",128,"V.P. Road","Maharashtra",16,"Mumbai","Mumbai",18.7997,72.926,
528,"ME",400052,"RamanMamaNagar,RickshawStndRoad,NamdevMoryaMarg,Baiganwadi",128,"V.P. Road","Maharashtra",16,"Mumbai","Mumbai",18.7997,72.926,
529,"ME",400052,"RdNo3And4,Line8,ShivajiNagar",128,"V.P. Road","Maharashtra",16,"Mumbai","Mumbai",18.7997,72.926,
530,"ME",400052,"ShiddivinayakCHS,BldgNo2/D,MaharashtraNagar,OmCHS,Mankhurd",128,"V.P. Road","Maharashtra",16,"Mumbai","Mumbai",18.7997,72.926,
531,"ME",400054,"GautamNagar,GmLinkRoad,PllLokhandeMarg,KarbalaMasjid,Nimonibaug",135,"Santacruz(W)","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
532,"ME",400054,"RdNo6,TLineRdNo30,ShivajiNagar",135,"Santacruz(W)","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
533,"ME",400088,"BldgNo6C,NatwarParekhCompound,ShivajiNagarPoliceStation,LotusColony",213,"Trombay","Maharashtra",16,"Mumbai",,19.0333,72.9333,
534,"MW",400071,"TilakNagar,Chembur",176,"Chembur","Maharashtra",16,"Mumbai",,19.0348,72.8929,
535,"MW",400075,"BuildingNo22,NearBhauPradhanMaidan,SubhashNagarChembur,Mumbai-71,NearBhauPradhanMaidan,Chembur",185,"Best Staff Colony","Maharashtra",16,"Mumbai",,19.0737,72.9009,
536,"MW",400075,"MahatmaPhuleChawl,PLLokhandeMarg,MahatmaPhuleChawl,Chembur",185,"Best Staff Colony","Maharashtra",16,"Mumbai",,19.0737,72.9009,
537,"MW",400075,"SiddharthColony,GangubaiPatoleChawl,ChemburNaka,Chembur,Chembur",185,"Best Staff Colony","Maharashtra",16,"Mumbai",,19.0737,72.9009,
538,"MW",400077,"AWing,SiddharthResidency,SiddharthResidency,PYThoratMarg,SiddharthResidency,Chembur",187,"Rajawadi","Maharashtra",16,"Mumbai",,19.0737,72.9009,
539,"MW",400077,"LalDongar,NearBmcSchool,Chembur,Chembur",187,"Rajawadi","Maharashtra",16,"Mumbai",,19.0737,72.9009,
540,"MW",400077,"NearBmcSchool,CollectorColony,ShivshaktiNagar,NearBmcSchool,Chembur",187,"Rajawadi","Maharashtra",16,"Mumbai",,19.0737,72.9009,
541,"MW",400077,"PostalColonyBusStop,NearSamajMandirHall,ShramjiviNagar,Chembur",187,"Rajawadi","Maharashtra",16,"Mumbai",,19.0737,72.9009,
542,"MW",400079,"AmarkunjCHS,AmarkunjSociety,PestamSagarRoadNo2,PestamSagar,Chembur",194,"Psm Colony","Maharashtra",16,"Mumbai",,19.1149,72.9267,
543,"MW",400079,"BuildingNo29,WingA,TilakNagarColony,TilakNagar,Chembur",194,"Psm Colony","Maharashtra",16,"Mumbai",,19.1149,72.9267,
544,"MW",400084,"LaxmiNagar,MahulRoad,NearRailwayTrack,Chembur",206,"Barve Nagar","Maharashtra",16,"Mumbai",,19.1247,72.9488,
545,"MW",400084,"RcBarrackNo25&32,RcBarrack,IndiraNagar,OppRedSpiceHotel,Chembur",206,"Barve Nagar","Maharashtra",16,"Mumbai",,19.1247,72.9488,
546,"MW",400084,"SukhshantiChawl,PLLokhandeMarg,MukundNagar,Chembur",206,"Barve Nagar","Maharashtra",16,"Mumbai",,19.1247,72.9488,
547,"MW",400086,"AWing,BldgNo24,OppAyushiSuperMarket,Chembur,Chembur",208,"Ghatkopar W","Maharashtra",16,"Mumbai",,19.1247,72.9488,
548,"MW",400086,"AjinkyataraCHS,SwastikPark,CstRoad,InsideSarvodayNagarSoc,NearKurlaSignal,Chembur",208,"Ghatkopar W","Maharashtra",16,"Mumbai",,19.1247,72.9488,
549,"MW",400086,"GalliNo22&23,ThakkarBappaColony,IndiraNagar,Chembur",208,"Ghatkopar W","Maharashtra",16,"Mumbai",,19.1247,72.9488,
550,"MW",400086,"GuruDevPushpanjaliCHS,PlotNo481/A,RoadNo15,Chembur",208,"Ghatkopar W","Maharashtra",16,"Mumbai",,19.1247,72.9488,
551,"MW",400086,"IslampuraAnsariRoad,Islampura,Chembur,NearJamaMasjid,Chembur",208,"Ghatkopar W","Maharashtra",16,"Mumbai",,19.1247,72.9488,
552,"MW",400086,"RCBarrackNo39,NearLalMithiGarden,ChemburCamp,Chembur,Chembur",208,"Ghatkopar W","Maharashtra",16,"Mumbai",,19.1247,72.9488,
553,"MW",400086,"TopazBuilding,ChhedaNagar,Chembur,Chembur,Chembur",208,"Ghatkopar W","Maharashtra",16,"Mumbai",,19.1247,72.9488,
554,"MW",400086,"UtkarshNagar,PLLokhandeMarg,Chembur",208,"Ghatkopar W","Maharashtra",16,"Mumbai",,19.1247,72.9488,
555,"MW",400086,"VatsalataiNagar,NearKurlaSignal,Chembur,VatsalataiNagar,Chembur,",208,"Ghatkopar W","Maharashtra",16,"Mumbai",,19.1247,72.9488,
556,"MW",400086,"ZeonAjmeraLand,BhaktiPark,Wadala(East)",208,"Ghatkopar W","Maharashtra",16,"Mumbai",,19.1247,72.9488,
557,"MW",400089,"MahulGaon,MahulSra,MahulColony,Chembur",216,"Tilak Nagar (Mumbai)","Maharashtra",16,"Mumbai",,19.1247,72.9488,
558,"N ",400037,"AWing,TrimurtiCHS,TrimurtiCHSAWing,LinkRoad,NearShreyesSignal,NityananadNagar",114,"Antop Hill","Maharashtra",16,"Mumbai","Mumbai",19.0167,72.85,
559,"N ",400071,"ArvindVilla,JpRoad,OppGhatkoparRailwayStation,GhatkoparW",176,"Chembur","Maharashtra",16,"Mumbai",,19.0348,72.8929,
560,"N ",400071,"G7,MunicipalColony,RBKadamMarg,NearMuktabaiHospital,BhatwadiBarvenagar",176,"Chembur","Maharashtra",16,"Mumbai",,19.0348,72.8929,
561,"N ",400071,"MunicipalColonyA,RoadNo6,VikroliParkSite",176,"Chembur","Maharashtra",16,"Mumbai",,19.0348,72.8929,
562,"N ",400071,"RambaliChawl,WamanMasterWadi,KisanKharatRoad,NearSaiBabaMandir,NityananadNagar",176,"Chembur","Maharashtra",16,"Mumbai",,19.0348,72.8929,
563,"N ",400071,"SaiganeshBldg,DnsVilla,RBKadamMarg,RupalIndustries,Bhatwadi",176,"Chembur","Maharashtra",16,"Mumbai",,19.0348,72.8929,
564,"N ",400071,"VeerSambhajiChawl,GaneshNagar,AboveDuckline,NearSaibabaMandir,KhandobaTekadiVps",176,"Chembur","Maharashtra",16,"Mumbai",,19.0348,72.8929,
565,"N ",400074,"9HayadMohammadChawl,9HayadMohammadChawl,ShakarChawl,ParshewadiRoad,NearKadhiArea,Parshewadi",181,"FCI","Maharashtra",16,"Mumbai",,19.0737,72.9009,
566,"N ",400074,"AAndBWing,Parasnath,Parasnath,SudhaPark,NearRailwayPoliceGround,GarodiaNagar",181,"FCI","Maharashtra",16,"Mumbai",,19.0737,72.9009,
567,"N ",400074,"ChiragNagarChawlNo3PorbandarwalaChawl,LbsRoadOppNavalParkGate,NearBawdiNearDrAnaeesClinicChiragNagar,GhatkoparW",181,"FCI","Maharashtra",16,"Mumbai",,19.0737,72.9009,
568,"N ",400074,"NoorMohhamadChawl,RoadNo1,OppFireBrigade,VikroliParkSite",181,"FCI","Maharashtra",16,"Mumbai",,19.0737,72.9009,
569,"N ",400074,"SavitribaiPhule,SavitribaiPhuleRoad,NearPantNagarPoliceStation,PantNagar",181,"FCI","Maharashtra",16,"Mumbai",,19.0737,72.9009,
570,"N ",400074,"TirangaChawl,GalliNo105,NearChitraDairy,KamrajNagar",181,"FCI","Maharashtra",16,"Mumbai",,19.0737,72.9009,
571,"N ",400075,"BWing,BuildingNo76,BuildingNo76,NearSubhashChandraBoseGardenNearPoliceStation,PantNagar",185,"Best Staff Colony","Maharashtra",16,"Mumbai",,19.0737,72.9009,
572,"N ",400089,"BaslingChawl,RBKadamMarg,MataMahakaliMandir,Bhatwadi",216,"Tilak Nagar (Mumbai)","Maharashtra",16,"Mumbai",,19.1247,72.9488,
573,"N ",400089,"Bldg21,PriyaDarshaniCHS,PriyaDarshaniCHS,NathPaiRoad,NearOrbitTower,GarodiaNagar",216,"Tilak Nagar (Mumbai)","Maharashtra",16,"Mumbai",,19.1247,72.9488,
574,"N ",400089,"KilleShivneriSociety,RamNagarB,VikroliParkSite",216,"Tilak Nagar (Mumbai)","Maharashtra",16,"Mumbai",,19.1247,72.9488,
575,"N ",400089,"RamRahimMitraMandalChawl,StationRoad,NearGhatkoparStation,NityananadNagarGhatkoparW",216,"Tilak Nagar (Mumbai)","Maharashtra",16,"Mumbai",,19.1247,72.9488,
576,"N ",400089,"SindhiChawl,LbsRoad,NearPoliceCompound,ChiragNagarGhatkoparW",216,"Tilak Nagar (Mumbai)","Maharashtra",16,"Mumbai",,19.1247,72.9488,
577,"N ",400089,"SunilPremisiesCHSl,ManeklalEastateRoad,ManeklalEstate,GhatkoparW",216,"Tilak Nagar (Mumbai)","Maharashtra",16,"Mumbai",,19.1247,72.9488,
578,"N ",400089,"UtkarshChawl,CharChaliRoad,DbPawarChowk,RamabaiAmbedkarNagar,GhatkoparEast",216,"Tilak Nagar (Mumbai)","Maharashtra",16,"Mumbai",,19.1247,72.9488,
579,"N ",400089,"YashodharaChawl,NalandaNagar,EasternExpressHighway,DbPawarChowk,RamabaiColony",216,"Tilak Nagar (Mumbai)","Maharashtra",16,"Mumbai",,19.1247,72.9488,
580,"PN",400042,"ChawlNo22,MhbColony,GateNo8,Malwani,MaladWest",118,"Bhandup E","Maharashtra",16,"Mumbai",,19.1026,72.8242,
581,"PN",400042,"FGMullaChawl,NearNooraniMasjid,RaniSatiMarg,Pathanwadi,MaladEast",118,"Bhandup E","Maharashtra",16,"Mumbai",,19.1026,72.8242,
582,"PN",400042,"OmkarSraBuilding,SantoshNagar,Dindoshi,OppShivsenaShakha,MaladEast",118,"Bhandup E","Maharashtra",16,"Mumbai",,19.1026,72.8242,
583,"PN",400042,"PlotNo7,OldCollectorCompound,Malvani,Occ,MaladWest",118,"Bhandup E","Maharashtra",16,"Mumbai",,19.1026,72.8242,
584,"PN",400042,"SceondChapleView,OppInfantJesusChurch,NearFishMarket,KharodiVillage,MaladWest",118,"Bhandup E","Maharashtra",16,"Mumbai",,19.1026,72.8242,
585,"PN",400060,"AbhijitIndravanComplex,AbhijitIndavanComplex,DattaMandirRoad,MaladEast",148,"Jogeshwari E","Maharashtra",16,"Mumbai","Jogeshwari ",19.1699,72.8504,
586,"PN",400062,"BambudeChawl,BambudeCahwl,IndiraNagar,NearWesternExpressHighway,PushpaPark,MaladEast",,,,,,,,,
587,"PN",400062,"NccPlotNo36,NewCollectorCompound,MaladWestMalvani",,,,,,,,,
588,"PN",400063,"BuildingNo1,SanjayGandhiNagar,DindoshiCourt,MaladEast",151,"Sharma Estate","Maharashtra",16,"Mumbai","Goregaon E",19.1624,72.8694,
589,"PN",400063,"VaishaliCHSl,VaishaliApartment,MhadaMalwani,MaladWest",151,"Sharma Estate","Maharashtra",16,"Mumbai","Goregaon E",19.1624,72.8694,
590,"PN",400064,"HumairaPark,4B/112,RanisatiMarg,Pathanwadi,MaladEast",155,"Liberty Garden","Maharashtra",16,"Mumbai","Malad W",19.197,72.845,
591,"PN",400065,"LilyBuilding,LillyBuilding,MantriPark,Dindoshi,MaladEast",157,"S R P F Camp","Maharashtra",16,"Mumbai","JogeshwariE",19.1699,72.8504,
592,"PN",400065,"SainathSociety,SainathSocietysantoshNagar,GoregaonEast",157,"S R P F Camp","Maharashtra",16,"Mumbai","JogeshwariE",19.1699,72.8504,
593,"PN",400076,"GWard,BmcColony,SantoshNagar,GoregaonEast",186,"Powai Iit","Maharashtra",16,"Mumbai",,19.0737,72.9009,
594,"PN",400076,"SolitaireStar,NearDattaMandir,SomwariBazar,SomwariBazar,MaladWest",186,"Powai Iit","Maharashtra",16,"Mumbai",,19.0737,72.9009,
595,"PN",400078,"AlmadinaApartment,Pathanwadi,MaladEast",188,"P.H. Colony","Maharashtra",16,"Mumbai",,19.0737,72.9009,
596,"PN",400078,"HinduDabiChawl,HajiBapuRoad,MaladEast",188,"P.H. Colony","Maharashtra",16,"Mumbai",,19.0737,72.9009,
597,"PN",400078,"ManavshtalBuilding,MahakaliNagar,OffMarveRoad,KacchaRoad,MaladWest",188,"P.H. Colony","Maharashtra",16,"Mumbai",,19.0737,72.9009,
598,"PN",400078,"OldGaneshWadi,BehindStFrancisSchool,LaxmanNagar,MaladEast",188,"P.H. Colony","Maharashtra",16,"Mumbai",,19.0737,72.9009,
599,"PN",400078,"PoonamEnclave,OppWageshwariMandir,MaladEast",188,"P.H. Colony","Maharashtra",16,"Mumbai",,19.0737,72.9009,
600,"PN",400079,"VastuTower,OppRyanIntSchool,EvershineNagar,MaladWest",194,"Psm Colony","Maharashtra",16,"Mumbai",,19.1149,72.9267,
601,"PN",400083,"AWing,MapleHeights,ShivajiNagar,KurarVillage,MaladEast",204,"Kannamwar Nagar","Maharashtra",16,"Mumbai",,19.1247,72.9488,
602,"PN",400083,"AmanEktaChawl,BehindPathanwadiMasjid,RaniSatiMarg,Pathanwadi,MaladEast",204,"Kannamwar Nagar","Maharashtra",16,"Mumbai",,19.1247,72.9488,
603,"PN",400083,"KrantiNagarWelfareSociety,OmjiCompound,Rathodi,MaladWest",204,"Kannamwar Nagar","Maharashtra",16,"Mumbai",,19.1247,72.9488,
604,"PN",400083,"ShivshahiRahivasiSangh,NearMyKitchenHotel,JaiBhimNagar,SantoshNagar,GoregaonEast",204,"Kannamwar Nagar","Maharashtra",16,"Mumbai",,19.1247,72.9488,
605,"PN",400083,"VinodManeChawl,NivetiaRoad,Vadaripada,MamaldEast",204,"Kannamwar Nagar","Maharashtra",16,"Mumbai",,19.1247,72.9488,
606,"PN",400087,"HimgiriBuilding,HimgiriBuilding,OppoStPaulSchool,MalvaniGateNo,Malvani,MaladWest",211,"Sandeepany Sadhanalya","Maharashtra",16,"Mumbai","Mumbai",19.1247,72.9488,
607,"PN",400104,"AdarshSociety,MadhMarket,AdarshSociety,ShivajiNagar,GateNo3,MadhMarket,MaladWest",239,"Bangur Nagar","Maharashtra",16,"Mumbai","Goregaon W",19.0499,73.259,
608,"PN",400104,"BahistApartment,BahistApartment,NearBahjiMarket,Pathanwadi,MaladEast",239,"Bangur Nagar","Maharashtra",16,"Mumbai","Goregaon W",19.0499,73.259,
609,"PN",400104,"DhavalgiriBuilding,NearSonaliPlaza,LibertyGarden,MaladWest",239,"Bangur Nagar","Maharashtra",16,"Mumbai","Goregaon W",19.0499,73.259,
610,"PN",400104,"GaneshPrasadBuilding,GaneshPrasadBuilding,TanajiNagar,KurarVillage,MaladEast",239,"Bangur Nagar","Maharashtra",16,"Mumbai","Goregaon W",19.0499,73.259,
611,"PN",400104,"MasjidCompound,MasjidCompound,SuchakHospital,MaladEast",239,"Bangur Nagar","Maharashtra",16,"Mumbai","Goregaon W",19.0499,73.259,
612,"PN",400104,"MaxmayBuilding,TankRoad,Orlem,MaladWest",239,"Bangur Nagar","Maharashtra",16,"Mumbai","Goregaon W",19.0499,73.259,
613,"PN",400104,"NccPlotNo14,Ncc,PlotNo14,MalvaniGateNo06,Malvani,MaladWest",239,"Bangur Nagar","Maharashtra",16,"Mumbai","Goregaon W",19.0499,73.259,
614,"PN",400104,"Ncc,GateNo7,Malwani,MaladWest",239,"Bangur Nagar","Maharashtra",16,"Mumbai","Goregaon W",19.0499,73.259,
615,"PN",400104,"OscarApartment,OscarApartment,Plot55,PushpaPark,MaladEast",239,"Bangur Nagar","Maharashtra",16,"Mumbai","Goregaon W",19.0499,73.259,
616,"PN",400104,"PlotNo71,GateNo7,Malwani,MaladWest",239,"Bangur Nagar","Maharashtra",16,"Mumbai","Goregaon W",19.0499,73.259,
617,"PN",400104,"RahejaPark,RahejaPark,SanjivaniHospital,MaladEast",239,"Bangur Nagar","Maharashtra",16,"Mumbai","Goregaon W",19.0499,73.259,
618,"PN",400104,"ShivrajApartment,ShivramApartment,RamchandraLane,MaladWest",239,"Bangur Nagar","Maharashtra",16,"Mumbai","Goregaon W",19.0499,73.259,
619,"PN",400104,"UpadhyayChawl,NearAdarshBharaChawl,SanjayNagar,Pathanwadi,MaladEast",239,"Bangur Nagar","Maharashtra",16,"Mumbai","Goregaon W",19.0499,73.259,
620,"PS",400061,"DevisatiVanichaPada,FilmCityRoad,GoregaonEast,GoregaonEast",149,"Madh","Maharashtra",16,"Mumbai","Mumbai",19.15,72.8333,
621,"PS",400064,"Building,RamMandir,GoregaonWest",155,"Liberty Garden","Maharashtra",16,"Mumbai","Malad W",19.197,72.845,
622,"PS",400064,"ZaduGalli,PremNagar,UnnatNagarRoadNo2,GoregaonWest",155,"Liberty Garden","Maharashtra",16,"Mumbai","Malad W",19.197,72.845,
623,"PS",400076,"MillatSociety,Rammandir,GoregaonWest",186,"Powai Iit","Maharashtra",16,"Mumbai",,19.0737,72.9009,
624,"PS",400078,",NrGaneshMaidan,MotilalNagarNo2",188,"P.H. Colony","Maharashtra",16,"Mumbai",,19.0737,72.9009,
625,"PS",400078,"114/8,JawaharNagar,RoadNo8,OppositeBankOfBaroda,GoregaonWest",188,"P.H. Colony","Maharashtra",16,"Mumbai",,19.0737,72.9009,
626,"PS",400078,"LakhauLethaChawl,RNo3,Ramnagar,Bandrekarwadi,JogeshwariEast,Bandrekarwadi,JogeshwariEast",188,"P.H. Colony","Maharashtra",16,"Mumbai",,19.0737,72.9009,
627,"PS",400078,"LaxmiNagar,LinkRoad,OppSaiCHSl,LaxmiNagar",188,"P.H. Colony","Maharashtra",16,"Mumbai",,19.0737,72.9009,
628,"PS",400078,"RoyalPalm,GoregaonEast",188,"P.H. Colony","Maharashtra",16,"Mumbai",,19.0737,72.9009,
629,"PS",400078,"VikasBuilding,LaxmiNagar,GoregaonWest",188,"P.H. Colony","Maharashtra",16,"Mumbai",,19.0737,72.9009,
630,"PS",400080,"SwastikResidency,RoadNo2JawaharNagar,JawaharNagar",195,"S.B. Road","Maharashtra",16,"Mumbai",,19.176,72.9522,
